Category,Cause,Site,Month,Year,Severity,Status,Count
Customer,Design,Hudson,Mar,2009,Medium,Closed,10
Customer,Procedure,Hudson,Mar,2009,Near Miss,Closed,6
Spill,Design,Hudson,Mar,2009,Major,Open,5
Spill,Training,Hudson,Mar,2009,Major,Closed,6
Injury,External,Hudson,Mar,2009,Major,Closed,9
Injury,Design,Hudson,Mar,2009,Medium,Closed,4
Transport,Design,Hudson,Mar,2009,Medium,Closed,8
Transport,Material,Hudson,Mar,2009,Medium,Closed,5
Equipment,Management,Hudson,Mar,2009,Critical,Closed,8
Equipment,Equipment,Hudson,Mar,2009,Major,Open,11
Security,Training,Hudson,Mar,2009,Near Miss,Closed,7
Security,External,Hudson,Mar,2009,Medium,Open,11
Divergence,Procedure,Hudson,Mar,2009,Medium,Closed,7
Divergence,Personnel,Hudson,Mar,2009,Critical,Open,9
Complaint,Equipment,Hudson,Mar,2009,Major,Closed,10
Complaint,Management,Hudson,Mar,2009,Medium,Open,6
Customer,Procedure,Weston,Apr,2009,Major,Closed,4
Customer,Management,Weston,Apr,2009,Major,Open,13
Spill,Training,Weston,Apr,2009,Critical,Closed,7
Spill,Equipment,Weston,Apr,2009,Near Miss,Closed,6
Injury,External,Weston,Apr,2009,Medium,Closed,3
Injury,Training,Weston,Apr,2009,Major,Closed,4
Transport,Procedure,Weston,Apr,2009,Major,Closed,9
Transport,Design,Weston,Apr,2009,Critical,Closed,8
Equipment,Design,Weston,Apr,2009,Critical,Closed,7
Equipment,Material,Weston,Apr,2009,Near Miss,Closed,6
Security,Personnel,Weston,Apr,2009,Near Miss,Closed,12
Security,Management,Weston,Apr,2009,Near Miss,Open,2
Divergence,Management,Weston,Apr,2009,Major,Closed,5
Divergence,External,Weston,Apr,2009,Major,Open,7
Complaint,Management,Weston,Apr,2009,Near Miss,Closed,3
Complaint,Design,Weston,Apr,2009,Critical,Open,11
Customer,Personnel,Bolton,Apr,2009,Near Miss,Closed,10
Customer,Management,Bolton,Apr,2009,Major,Open,4
Spill,Design,Bolton,Apr,2009,Near Miss,Closed,12
Spill,Equipment,Bolton,Apr,2009,Critical,Closed,10
Injury,Material,Bolton,Apr,2009,Medium,Closed,11
Injury,Equipment,Bolton,Apr,2009,Critical,Closed,7
Transport,Equipment,Bolton,Apr,2009,Medium,Closed,4
Transport,Design,Bolton,Apr,2009,Medium,Closed,17
Equipment,Management,Bolton,Apr,2009,Major,Open,8
Equipment,Procedure,Bolton,Apr,2009,Critical,Closed,9
Security,Procedure,Bolton,Apr,2009,Medium,Closed,8
Security,Management,Bolton,Apr,2009,Medium,Closed,11
Divergence,Equipment,Bolton,Apr,2009,Medium,Closed,11
Divergence,External,Bolton,Apr,2009,Critical,Closed,5
Complaint,Design,Bolton,Apr,2009,Major,Closed,10
Complaint,External,Bolton,Apr,2009,Near Miss,Closed,8
Customer,External,Shirley,Apr,2009,Near Miss,Open,6
Customer,Management,Shirley,Apr,2009,Major,Open,12
Spill,Material,Shirley,Apr,2009,Medium,Closed,5
Spill,Training,Shirley,Apr,2009,Major,Closed,9
Injury,Management,Shirley,Apr,2009,Near Miss,Open,4
Injury,Personnel,Shirley,Apr,2009,Critical,Closed,8
Transport,Procedure,Shirley,Apr,2009,Near Miss,Closed,10
Transport,Material,Shirley,Apr,2009,Critical,Closed,9
Equipment,Material,Shirley,Apr,2009,Near Miss,Closed,14
Equipment,Equipment,Shirley,Apr,2009,Major,Closed,10
Security,Procedure,Shirley,Apr,2009,Near Miss,Closed,6
Security,Equipment,Shirley,Apr,2009,Medium,Closed,10
Divergence,Personnel,Shirley,Apr,2009,Near Miss,Closed,7
Divergence,Equipment,Shirley,Apr,2009,Major,Open,7
Complaint,Material,Shirley,Apr,2009,Major,Closed,8
Complaint,Equipment,Shirley,Apr,2009,Medium,Closed,6
Customer,External,Lincoln,Apr,2009,Medium,Closed,10
Customer,Material,Lincoln,Apr,2009,Near Miss,Closed,11
Spill,Material,Lincoln,Apr,2009,Critical,Closed,7
Spill,Design,Lincoln,Apr,2009,Medium,Closed,7
Injury,Personnel,Lincoln,Apr,2009,Near Miss,Closed,8
Injury,Management,Lincoln,Apr,2009,Critical,Open,12
Transport,Material,Lincoln,Apr,2009,Critical,Closed,4
Transport,Personnel,Lincoln,Apr,2009,Medium,Closed,5
Equipment,Design,Lincoln,Apr,2009,Near Miss,Open,7
Equipment,External,Lincoln,Apr,2009,Major,Open,6
Security,Equipment,Lincoln,Apr,2009,Major,Closed,4
Security,External,Lincoln,Apr,2009,Medium,Closed,4
Divergence,Procedure,Lincoln,Apr,2009,Medium,Closed,12
Divergence,Equipment,Lincoln,Apr,2009,Medium,Closed,10
Complaint,External,Lincoln,Apr,2009,Critical,Closed,17
Complaint,Management,Lincoln,Apr,2009,Medium,Closed,8
Customer,Equipment,Maynard,Apr,2009,Near Miss,Closed,6
Customer,Procedure,Maynard,Apr,2009,Critical,Closed,9
Spill,External,Maynard,Apr,2009,Critical,Closed,12
Spill,Procedure,Maynard,Apr,2009,Medium,Closed,11
Injury,External,Maynard,Apr,2009,Medium,Closed,6
Injury,Management,Maynard,Apr,2009,Near Miss,Open,8
Transport,External,Maynard,Apr,2009,Major,Closed,11
Transport,Procedure,Maynard,Apr,2009,Near Miss,Open,7
Equipment,Training,Maynard,Apr,2009,Critical,Closed,7
Equipment,Material,Maynard,Apr,2009,Medium,Closed,12
Security,External,Maynard,Apr,2009,Major,Closed,8
Security,Management,Maynard,Apr,2009,Near Miss,Closed,14
Divergence,Material,Maynard,Apr,2009,Near Miss,Closed,8
Divergence,Training,Maynard,Apr,2009,Near Miss,Open,5
Complaint,Training,Maynard,Apr,2009,Major,Closed,5
Complaint,Personnel,Maynard,Apr,2009,Near Miss,Closed,10
Customer,Equipment,Acton,Apr,2009,Critical,Open,8
Customer,External,Acton,Apr,2009,Critical,Closed,11
Spill,Equipment,Acton,Apr,2009,Critical,Closed,13
Spill,Training,Acton,Apr,2009,Major,Closed,7
Injury,Training,Acton,Apr,2009,Critical,Closed,18
Injury,Procedure,Acton,Apr,2009,Near Miss,Closed,7
Transport,Management,Acton,Apr,2009,Major,Closed,7
Transport,Procedure,Acton,Apr,2009,Major,Closed,8
Equipment,Equipment,Acton,Apr,2009,Near Miss,Closed,11
Equipment,Personnel,Acton,Apr,2009,Medium,Closed,8
Security,Design,Acton,Apr,2009,Critical,Closed,7
Security,Training,Acton,Apr,2009,Medium,Closed,8
Divergence,Personnel,Acton,Apr,2009,Critical,Closed,15
Divergence,External,Acton,Apr,2009,Critical,Open,7
Complaint,Personnel,Acton,Apr,2009,Near Miss,Open,5
Complaint,Design,Acton,Apr,2009,Near Miss,Closed,11
Customer,Material,Concord,Apr,2009,Medium,Open,11
Customer,Design,Concord,Apr,2009,Near Miss,Closed,9
Spill,Management,Concord,Apr,2009,Critical,Closed,8
Spill,Design,Concord,Apr,2009,Major,Closed,9
Injury,Training,Concord,Apr,2009,Near Miss,Open,9
Injury,Equipment,Concord,Apr,2009,Major,Closed,5
Transport,Design,Concord,Apr,2009,Critical,Closed,12
Transport,Management,Concord,Apr,2009,Critical,Closed,2
Equipment,Equipment,Concord,Apr,2009,Near Miss,Open,7
Equipment,Management,Concord,Apr,2009,Major,Closed,7
Security,Training,Concord,Apr,2009,Medium,Closed,10
Security,Personnel,Concord,Apr,2009,Major,Closed,8
Divergence,Design,Concord,Apr,2009,Near Miss,Open,9
Divergence,Management,Concord,Apr,2009,Near Miss,Closed,6
Complaint,Material,Concord,Apr,2009,Major,Closed,10
Complaint,Design,Concord,Apr,2009,Medium,Open,11
Customer,Training,Hudson,Apr,2009,Critical,Open,6
Customer,Procedure,Hudson,Apr,2009,Medium,Open,10
Spill,Training,Hudson,Apr,2009,Critical,Open,8
Spill,External,Hudson,Apr,2009,Critical,Closed,11
Injury,Procedure,Hudson,Apr,2009,Major,Closed,14
Injury,Material,Hudson,Apr,2009,Critical,Closed,8
Transport,External,Hudson,Apr,2009,Critical,Closed,12
Transport,Material,Hudson,Apr,2009,Near Miss,Closed,6
Equipment,External,Hudson,Apr,2009,Medium,Closed,12
Equipment,Management,Hudson,Apr,2009,Medium,Open,6
Security,Procedure,Hudson,Apr,2009,Medium,Closed,8
Security,External,Hudson,Apr,2009,Medium,Closed,6
Divergence,External,Hudson,Apr,2009,Major,Closed,7
Divergence,Management,Hudson,Apr,2009,Near Miss,Closed,8
Complaint,External,Hudson,Apr,2009,Critical,Closed,10
Complaint,Design,Hudson,Apr,2009,Major,Open,16
Customer,External,Weston,May,2009,Medium,Closed,7
Customer,Design,Weston,May,2009,Critical,Closed,6
Spill,Material,Weston,May,2009,Major,Closed,6
Spill,Procedure,Weston,May,2009,Near Miss,Closed,11
Injury,External,Weston,May,2009,Critical,Closed,5
Injury,Design,Weston,May,2009,Medium,Closed,5
Transport,Design,Weston,May,2009,Medium,Closed,11
Transport,External,Weston,May,2009,Near Miss,Open,7
Equipment,Design,Weston,May,2009,Medium,Closed,4
Equipment,Management,Weston,May,2009,Critical,Open,5
Security,Management,Weston,May,2009,Near Miss,Closed,4
Security,Design,Weston,May,2009,Medium,Open,5
Divergence,Management,Weston,May,2009,Major,Open,6
Divergence,Training,Weston,May,2009,Critical,Closed,12
Complaint,Management,Weston,May,2009,Critical,Open,6
Complaint,Equipment,Weston,May,2009,Medium,Open,5
Customer,External,Bolton,May,2009,Major,Closed,9
Customer,Training,Bolton,May,2009,Major,Open,11
Spill,External,Bolton,May,2009,Medium,Closed,11
Spill,Equipment,Bolton,May,2009,Critical,Open,6
Injury,Management,Bolton,May,2009,Critical,Closed,8
Injury,External,Bolton,May,2009,Major,Open,6
Transport,Personnel,Bolton,May,2009,Major,Closed,6
Transport,External,Bolton,May,2009,Major,Open,8
Equipment,Management,Bolton,May,2009,Major,Closed,11
Equipment,Equipment,Bolton,May,2009,Near Miss,Closed,13
Security,Procedure,Bolton,May,2009,Near Miss,Closed,5
Security,Material,Bolton,May,2009,Near Miss,Open,10
Divergence,Training,Bolton,May,2009,Major,Closed,9
Divergence,Procedure,Bolton,May,2009,Critical,Closed,14
Complaint,Training,Bolton,May,2009,Critical,Closed,7
Complaint,Procedure,Bolton,May,2009,Critical,Closed,12
Customer,Material,Shirley,May,2009,Near Miss,Closed,6
Customer,Training,Shirley,May,2009,Near Miss,Closed,7
Spill,Material,Shirley,May,2009,Critical,Open,10
Spill,Personnel,Shirley,May,2009,Medium,Open,6
Injury,Management,Shirley,May,2009,Medium,Open,2
Injury,Equipment,Shirley,May,2009,Critical,Closed,9
Transport,Management,Shirley,May,2009,Near Miss,Closed,7
Transport,Equipment,Shirley,May,2009,Critical,Closed,9
Equipment,Material,Shirley,May,2009,Critical,Closed,6
Equipment,Personnel,Shirley,May,2009,Near Miss,Open,7
Security,External,Shirley,May,2009,Critical,Closed,11
Security,Design,Shirley,May,2009,Medium,Closed,14
Divergence,Personnel,Shirley,May,2009,Medium,Closed,6
Divergence,Procedure,Shirley,May,2009,Critical,Open,3
Complaint,External,Shirley,May,2009,Critical,Closed,9
Complaint,Design,Shirley,May,2009,Medium,Open,9
Customer,Personnel,Lincoln,May,2009,Medium,Closed,8
Customer,Management,Lincoln,May,2009,Critical,Closed,7
Spill,Management,Lincoln,May,2009,Critical,Open,9
Spill,Procedure,Lincoln,May,2009,Medium,Closed,8
Injury,External,Lincoln,May,2009,Critical,Closed,7
Injury,Material,Lincoln,May,2009,Critical,Closed,13
Transport,Training,Lincoln,May,2009,Near Miss,Closed,7
Transport,Equipment,Lincoln,May,2009,Medium,Open,8
Equipment,Procedure,Lincoln,May,2009,Near Miss,Closed,6
Equipment,Management,Lincoln,May,2009,Medium,Closed,7
Security,Management,Lincoln,May,2009,Major,Closed,5
Security,External,Lincoln,May,2009,Near Miss,Closed,7
Divergence,Procedure,Lincoln,May,2009,Near Miss,Closed,4
Divergence,Design,Lincoln,May,2009,Medium,Closed,6
Complaint,Personnel,Lincoln,May,2009,Major,Open,10
Complaint,Training,Lincoln,May,2009,Critical,Closed,8
Customer,Equipment,Maynard,May,2009,Major,Closed,5
Customer,Design,Maynard,May,2009,Critical,Open,2
Spill,Design,Maynard,May,2009,Critical,Closed,11
Spill,Personnel,Maynard,May,2009,Medium,Open,6
Injury,Equipment,Maynard,May,2009,Critical,Open,6
Injury,Management,Maynard,May,2009,Critical,Open,8
Transport,Material,Maynard,May,2009,Medium,Closed,5
Transport,Equipment,Maynard,May,2009,Critical,Open,11
Equipment,Procedure,Maynard,May,2009,Critical,Closed,12
Equipment,Design,Maynard,May,2009,Critical,Open,8
Security,Material,Maynard,May,2009,Critical,Closed,9
Security,Personnel,Maynard,May,2009,Major,Closed,6
Divergence,External,Maynard,May,2009,Near Miss,Open,4
Divergence,Management,Maynard,May,2009,Medium,Closed,12
Complaint,Equipment,Maynard,May,2009,Near Miss,Closed,9
Complaint,Personnel,Maynard,May,2009,Medium,Closed,5
Customer,External,Acton,May,2009,Major,Open,9
Customer,Design,Acton,May,2009,Near Miss,Closed,7
Spill,Equipment,Acton,May,2009,Critical,Closed,7
Spill,Personnel,Acton,May,2009,Major,Closed,4
Injury,External,Acton,May,2009,Critical,Closed,3
Injury,Management,Acton,May,2009,Medium,Open,11
Transport,External,Acton,May,2009,Medium,Open,12
Transport,Procedure,Acton,May,2009,Near Miss,Closed,15
Equipment,Material,Acton,May,2009,Critical,Closed,11
Equipment,Management,Acton,May,2009,Critical,Closed,5
Security,Equipment,Acton,May,2009,Critical,Closed,8
Security,Training,Acton,May,2009,Near Miss,Closed,10
Divergence,Management,Acton,May,2009,Major,Closed,3
Divergence,Personnel,Acton,May,2009,Major,Closed,10
Complaint,Procedure,Acton,May,2009,Medium,Closed,5
Complaint,Management,Acton,May,2009,Major,Closed,12
Customer,External,Concord,May,2009,Near Miss,Closed,8
Customer,Management,Concord,May,2009,Medium,Closed,7
Spill,Procedure,Concord,May,2009,Major,Closed,4
Spill,Material,Concord,May,2009,Near Miss,Closed,8
Injury,Management,Concord,May,2009,Medium,Closed,2
Injury,Training,Concord,May,2009,Near Miss,Closed,5
Transport,Equipment,Concord,May,2009,Critical,Closed,4
Transport,External,Concord,May,2009,Near Miss,Closed,9
Equipment,Training,Concord,May,2009,Critical,Open,13
Equipment,External,Concord,May,2009,Major,Closed,12
Security,Design,Concord,May,2009,Near Miss,Closed,11
Security,Equipment,Concord,May,2009,Medium,Open,3
Divergence,External,Concord,May,2009,Medium,Closed,7
Divergence,Material,Concord,May,2009,Critical,Closed,2
Complaint,Equipment,Concord,May,2009,Major,Closed,5
Complaint,Material,Concord,May,2009,Critical,Closed,5
Customer,Training,Hudson,May,2009,Major,Closed,10
Customer,Procedure,Hudson,May,2009,Critical,Closed,12
Spill,Personnel,Hudson,May,2009,Medium,Open,8
Spill,Training,Hudson,May,2009,Medium,Closed,4
Injury,Personnel,Hudson,May,2009,Major,Closed,6
Injury,Material,Hudson,May,2009,Near Miss,Closed,15
Transport,Management,Hudson,May,2009,Medium,Closed,11
Transport,Design,Hudson,May,2009,Medium,Closed,11
Equipment,Design,Hudson,May,2009,Near Miss,Open,8
Equipment,Training,Hudson,May,2009,Critical,Closed,9
Security,Procedure,Hudson,May,2009,Major,Closed,8
Security,Training,Hudson,May,2009,Medium,Open,9
Divergence,Training,Hudson,May,2009,Critical,Closed,3
Divergence,Equipment,Hudson,May,2009,Near Miss,Closed,9
Complaint,Design,Hudson,May,2009,Major,Closed,5
Complaint,Equipment,Hudson,May,2009,Near Miss,Closed,8
Customer,Management,Weston,Jun,2009,Critical,Closed,3
Customer,Procedure,Weston,Jun,2009,Near Miss,Open,9
Spill,Design,Weston,Jun,2009,Medium,Closed,11
Spill,Personnel,Weston,Jun,2009,Major,Open,10
Injury,Management,Weston,Jun,2009,Medium,Closed,11
Injury,Equipment,Weston,Jun,2009,Near Miss,Closed,4
Transport,Procedure,Weston,Jun,2009,Near Miss,Closed,6
Transport,Training,Weston,Jun,2009,Medium,Closed,6
Equipment,Equipment,Weston,Jun,2009,Major,Closed,12
Equipment,Procedure,Weston,Jun,2009,Medium,Closed,11
Security,Procedure,Weston,Jun,2009,Medium,Closed,7
Security,Material,Weston,Jun,2009,Critical,Closed,6
Divergence,Material,Weston,Jun,2009,Major,Closed,3
Divergence,Design,Weston,Jun,2009,Near Miss,Closed,7
Complaint,Procedure,Weston,Jun,2009,Critical,Closed,6
Complaint,External,Weston,Jun,2009,Medium,Closed,10
Customer,Management,Bolton,Jun,2009,Major,Closed,8
Customer,Training,Bolton,Jun,2009,Critical,Open,12
Spill,Material,Bolton,Jun,2009,Near Miss,Open,13
Spill,Procedure,Bolton,Jun,2009,Critical,Closed,3
Injury,Management,Bolton,Jun,2009,Major,Closed,8
Injury,Material,Bolton,Jun,2009,Major,Open,5
Transport,Procedure,Bolton,Jun,2009,Medium,Closed,7
Transport,Equipment,Bolton,Jun,2009,Near Miss,Closed,8
Equipment,External,Bolton,Jun,2009,Critical,Closed,8
Equipment,Equipment,Bolton,Jun,2009,Near Miss,Open,11
Security,Procedure,Bolton,Jun,2009,Critical,Open,9
Security,Design,Bolton,Jun,2009,Major,Closed,8
Divergence,Procedure,Bolton,Jun,2009,Medium,Closed,8
Divergence,Material,Bolton,Jun,2009,Near Miss,Open,10
Complaint,Equipment,Bolton,Jun,2009,Critical,Closed,10
Complaint,Procedure,Bolton,Jun,2009,Major,Closed,5
Customer,Material,Shirley,Jun,2009,Near Miss,Closed,13
Customer,Design,Shirley,Jun,2009,Medium,Open,10
Spill,Training,Shirley,Jun,2009,Critical,Closed,8
Spill,Material,Shirley,Jun,2009,Near Miss,Closed,10
Injury,Equipment,Shirley,Jun,2009,Critical,Open,6
Injury,External,Shirley,Jun,2009,Near Miss,Closed,5
Transport,Personnel,Shirley,Jun,2009,Critical,Open,7
Transport,Procedure,Shirley,Jun,2009,Major,Closed,7
Equipment,External,Shirley,Jun,2009,Major,Open,5
Equipment,Management,Shirley,Jun,2009,Medium,Closed,9
Security,Equipment,Shirley,Jun,2009,Major,Closed,6
Security,Training,Shirley,Jun,2009,Medium,Closed,4
Divergence,Design,Shirley,Jun,2009,Critical,Closed,8
Divergence,Personnel,Shirley,Jun,2009,Critical,Closed,11
Complaint,Design,Shirley,Jun,2009,Critical,Closed,7
Complaint,Procedure,Shirley,Jun,2009,Medium,Closed,6
Customer,Personnel,Lincoln,Jun,2009,Medium,Closed,7
Customer,Management,Lincoln,Jun,2009,Medium,Open,5
Spill,Material,Lincoln,Jun,2009,Medium,Closed,8
Spill,External,Lincoln,Jun,2009,Near Miss,Closed,3
Injury,Personnel,Lincoln,Jun,2009,Medium,Closed,12
Injury,Management,Lincoln,Jun,2009,Major,Closed,9
Transport,Personnel,Lincoln,Jun,2009,Major,Open,6
Transport,External,Lincoln,Jun,2009,Critical,Open,9
Equipment,External,Lincoln,Jun,2009,Medium,Closed,10
Equipment,Procedure,Lincoln,Jun,2009,Major,Closed,9
Security,External,Lincoln,Jun,2009,Near Miss,Open,14
Security,Management,Lincoln,Jun,2009,Medium,Open,5
Divergence,Management,Lincoln,Jun,2009,Major,Closed,4
Divergence,Design,Lincoln,Jun,2009,Near Miss,Open,3
Complaint,Personnel,Lincoln,Jun,2009,Medium,Closed,6
Complaint,Procedure,Lincoln,Jun,2009,Near Miss,Open,10
Customer,Material,Maynard,Jun,2009,Critical,Closed,7
Customer,Training,Maynard,Jun,2009,Critical,Open,5
Spill,Material,Maynard,Jun,2009,Medium,Closed,15
Spill,Management,Maynard,Jun,2009,Critical,Closed,13
Injury,Personnel,Maynard,Jun,2009,Critical,Closed,12
Injury,Management,Maynard,Jun,2009,Major,Closed,9
Transport,Personnel,Maynard,Jun,2009,Near Miss,Open,8
Transport,Procedure,Maynard,Jun,2009,Medium,Open,12
Equipment,Personnel,Maynard,Jun,2009,Medium,Closed,11
Equipment,Design,Maynard,Jun,2009,Medium,Open,8
Security,Design,Maynard,Jun,2009,Critical,Closed,3
Security,Management,Maynard,Jun,2009,Critical,Closed,7
Divergence,Personnel,Maynard,Jun,2009,Medium,Closed,8
Divergence,Equipment,Maynard,Jun,2009,Medium,Closed,8
Complaint,Personnel,Maynard,Jun,2009,Major,Open,7
Complaint,Management,Maynard,Jun,2009,Major,Open,5
Customer,External,Acton,Jun,2009,Critical,Closed,6
Customer,Design,Acton,Jun,2009,Near Miss,Closed,11
Spill,External,Acton,Jun,2009,Critical,Open,10
Spill,Training,Acton,Jun,2009,Critical,Closed,7
Injury,Personnel,Acton,Jun,2009,Critical,Closed,8
Injury,Material,Acton,Jun,2009,Medium,Open,6
Transport,Training,Acton,Jun,2009,Near Miss,Closed,8
Transport,Material,Acton,Jun,2009,Major,Open,11
Equipment,Personnel,Acton,Jun,2009,Medium,Open,11
Equipment,Equipment,Acton,Jun,2009,Medium,Open,9
Security,Material,Acton,Jun,2009,Critical,Open,11
Security,Procedure,Acton,Jun,2009,Critical,Closed,15
Divergence,Design,Acton,Jun,2009,Medium,Closed,12
Divergence,Material,Acton,Jun,2009,Medium,Closed,3
Complaint,Procedure,Acton,Jun,2009,Critical,Open,6
Complaint,Management,Acton,Jun,2009,Near Miss,Closed,7
Customer,Personnel,Concord,Jun,2009,Critical,Closed,8
Customer,Material,Concord,Jun,2009,Major,Closed,9
Spill,Equipment,Concord,Jun,2009,Near Miss,Closed,6
Spill,Personnel,Concord,Jun,2009,Critical,Closed,12
Injury,Personnel,Concord,Jun,2009,Major,Open,5
Injury,Equipment,Concord,Jun,2009,Medium,Closed,14
Transport,Training,Concord,Jun,2009,Critical,Closed,7
Transport,Design,Concord,Jun,2009,Near Miss,Open,9
Equipment,Design,Concord,Jun,2009,Medium,Closed,10
Equipment,Training,Concord,Jun,2009,Medium,Closed,8
Security,Material,Concord,Jun,2009,Critical,Closed,11
Security,External,Concord,Jun,2009,Medium,Open,7
Divergence,Equipment,Concord,Jun,2009,Medium,Closed,12
Divergence,Procedure,Concord,Jun,2009,Critical,Closed,2
Complaint,Equipment,Concord,Jun,2009,Critical,Open,7
Complaint,Material,Concord,Jun,2009,Critical,Open,8
Customer,Equipment,Hudson,Jun,2009,Critical,Closed,5
Customer,Material,Hudson,Jun,2009,Critical,Closed,6
Spill,Material,Hudson,Jun,2009,Critical,Closed,7
Spill,Training,Hudson,Jun,2009,Critical,Open,9
Injury,Procedure,Hudson,Jun,2009,Major,Closed,8
Injury,Design,Hudson,Jun,2009,Near Miss,Closed,9
Transport,Personnel,Hudson,Jun,2009,Near Miss,Closed,5
Transport,Design,Hudson,Jun,2009,Medium,Open,3
Equipment,Personnel,Hudson,Jun,2009,Critical,Open,8
Equipment,Management,Hudson,Jun,2009,Critical,Closed,10
Security,Training,Hudson,Jun,2009,Near Miss,Closed,11
Security,Equipment,Hudson,Jun,2009,Critical,Closed,7
Divergence,Procedure,Hudson,Jun,2009,Major,Open,17
Divergence,Training,Hudson,Jun,2009,Major,Closed,7
Complaint,Procedure,Hudson,Jun,2009,Critical,Closed,7
Complaint,Personnel,Hudson,Jun,2009,Major,Closed,11
Customer,Material,Weston,Jul,2009,Major,Open,7
Customer,Design,Weston,Jul,2009,Medium,Closed,2
Spill,Equipment,Weston,Jul,2009,Medium,Closed,11
Spill,Management,Weston,Jul,2009,Critical,Closed,4
Injury,Material,Weston,Jul,2009,Major,Open,9
Injury,Management,Weston,Jul,2009,Near Miss,Closed,6
Transport,Management,Weston,Jul,2009,Near Miss,Closed,6
Transport,Material,Weston,Jul,2009,Critical,Open,6
Equipment,External,Weston,Jul,2009,Major,Closed,8
Equipment,Management,Weston,Jul,2009,Major,Closed,4
Security,Training,Weston,Jul,2009,Major,Open,13
Security,Management,Weston,Jul,2009,Medium,Open,12
Divergence,Design,Weston,Jul,2009,Near Miss,Closed,9
Divergence,Personnel,Weston,Jul,2009,Major,Closed,14
Complaint,Personnel,Weston,Jul,2009,Near Miss,Closed,9
Complaint,Design,Weston,Jul,2009,Critical,Closed,4
Customer,Personnel,Bolton,Jul,2009,Near Miss,Closed,12
Customer,Design,Bolton,Jul,2009,Near Miss,Closed,6
Spill,Material,Bolton,Jul,2009,Near Miss,Closed,5
Spill,Procedure,Bolton,Jul,2009,Major,Closed,8
Injury,Management,Bolton,Jul,2009,Critical,Closed,6
Injury,Training,Bolton,Jul,2009,Major,Closed,5
Transport,Equipment,Bolton,Jul,2009,Near Miss,Closed,8
Transport,Training,Bolton,Jul,2009,Near Miss,Open,12
Equipment,External,Bolton,Jul,2009,Critical,Open,11
Equipment,Personnel,Bolton,Jul,2009,Near Miss,Closed,5
Security,Management,Bolton,Jul,2009,Major,Closed,7
Security,Material,Bolton,Jul,2009,Critical,Open,3
Divergence,Training,Bolton,Jul,2009,Near Miss,Closed,10
Divergence,Procedure,Bolton,Jul,2009,Critical,Open,8
Complaint,Material,Bolton,Jul,2009,Near Miss,Open,4
Complaint,Procedure,Bolton,Jul,2009,Medium,Open,8
Customer,Management,Shirley,Jul,2009,Major,Closed,6
Customer,Design,Shirley,Jul,2009,Critical,Open,15
Spill,External,Shirley,Jul,2009,Major,Closed,5
Spill,Management,Shirley,Jul,2009,Near Miss,Closed,8
Injury,External,Shirley,Jul,2009,Medium,Closed,12
Injury,Management,Shirley,Jul,2009,Near Miss,Closed,7
Transport,Management,Shirley,Jul,2009,Medium,Closed,7
Transport,External,Shirley,Jul,2009,Near Miss,Closed,11
Equipment,Material,Shirley,Jul,2009,Critical,Closed,10
Equipment,Equipment,Shirley,Jul,2009,Near Miss,Closed,9
Security,Material,Shirley,Jul,2009,Major,Closed,10
Security,Management,Shirley,Jul,2009,Medium,Closed,5
Divergence,Personnel,Shirley,Jul,2009,Critical,Closed,10
Divergence,External,Shirley,Jul,2009,Critical,Closed,12
Complaint,Design,Shirley,Jul,2009,Near Miss,Closed,13
Complaint,Management,Shirley,Jul,2009,Near Miss,Open,8
Customer,Equipment,Lincoln,Jul,2009,Near Miss,Closed,13
Customer,Procedure,Lincoln,Jul,2009,Near Miss,Closed,7
Spill,Design,Lincoln,Jul,2009,Critical,Closed,10
Spill,Material,Lincoln,Jul,2009,Near Miss,Closed,13
Injury,Training,Lincoln,Jul,2009,Medium,Closed,7
Injury,Design,Lincoln,Jul,2009,Medium,Closed,5
Transport,Training,Lincoln,Jul,2009,Major,Open,8
Transport,Design,Lincoln,Jul,2009,Critical,Closed,4
Equipment,Design,Lincoln,Jul,2009,Critical,Closed,4
Equipment,Material,Lincoln,Jul,2009,Critical,Closed,9
Security,Procedure,Lincoln,Jul,2009,Medium,Open,10
Security,Material,Lincoln,Jul,2009,Critical,Open,10
Divergence,Material,Lincoln,Jul,2009,Major,Closed,12
Divergence,Training,Lincoln,Jul,2009,Medium,Closed,7
Complaint,Equipment,Lincoln,Jul,2009,Medium,Closed,7
Complaint,External,Lincoln,Jul,2009,Major,Open,10
Customer,Management,Maynard,Jul,2009,Medium,Closed,9
Customer,Material,Maynard,Jul,2009,Critical,Open,6
Spill,Procedure,Maynard,Jul,2009,Near Miss,Closed,7
Spill,Personnel,Maynard,Jul,2009,Major,Closed,8
Injury,Procedure,Maynard,Jul,2009,Major,Closed,7
Injury,Design,Maynard,Jul,2009,Near Miss,Open,9
Transport,Material,Maynard,Jul,2009,Near Miss,Open,5
Transport,Procedure,Maynard,Jul,2009,Major,Closed,6
Equipment,Material,Maynard,Jul,2009,Near Miss,Closed,4
Equipment,Procedure,Maynard,Jul,2009,Medium,Closed,10
Security,Equipment,Maynard,Jul,2009,Near Miss,Open,9
Security,Training,Maynard,Jul,2009,Major,Closed,7
Divergence,External,Maynard,Jul,2009,Medium,Closed,7
Divergence,Material,Maynard,Jul,2009,Critical,Open,8
Complaint,Equipment,Maynard,Jul,2009,Medium,Closed,3
Complaint,Management,Maynard,Jul,2009,Major,Open,14
